Bookmark,Frame#,SSI,Type,Subtype,Seq #,Addresses,Receive Addr,Transmit Addr,Address 3,ToDS,FromDS,Frag,Retry,More,Protected,FCS,Frame Size,Delta,Timestamp,
="",46,,Mgmt,Beacon,1734,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,383,="",="2/5/2026 6:47:49.208765610 AM",
="",47,,Mgmt,Beacon,2883,,ff:ff:ff:ff:ff:ff  (DA),3e:82:c0:f3:fe:39  (SA),3e:82:c0:f3:fe:39  (BSSID),0,0,0,0,0,0,,416,="",="2/5/2026 6:47:49.209193440 AM",
="",48,,Mgmt,Beacon,2884,,ff:ff:ff:ff:ff:ff  (DA),3e:82:c0:f3:fe:3e  (SA),3e:82:c0:f3:fe:3e  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.209665275 AM",
="",49,,Mgmt,Beacon,1074,,ff:ff:ff:ee:95:fe  (DA),eero inc. 30:34:22,eero inc. 30:34:22,0,0,0,0,0,0,,414,="",="2/5/2026 6:47:49.211404760 AM",
="",50,,Mgmt,Beacon,3064,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,333,="",="2/5/2026 6:47:49.223823780 AM",
="",51,,Mgmt,Probe Resp,2148,,02:b4:3d:4f:d1:e8  (DA),Tenda Technology Co.Ltd.Dongguan branch 04:95:e6,Tenda Technology Co.Ltd.Dongguan branch 04:95:e6,0,0,0,0,0,0,,304,="",="2/5/2026 6:47:49.229387320 AM",
="",52,,Mgmt,Probe Resp,2547  (Retransmitted packet),,02:b4:3d:4f:d1:e8  (DA),Google Inc. 70:3a:cb,Google Inc. 70:3a:cb,0,0,0,1,0,0,,331,="",="2/5/2026 6:47:49.231394255 AM",
="",53,,Control,ACK,,,Google Inc. 70:3a:cb,,,0,0,0,0,0,0,,99,="",="2/5/2026 6:47:49.233554755 AM",
="",54,,Mgmt,Beacon,1197,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.238005760 AM",
="",55,,Mgmt,Beacon,1182,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.241084805 AM",
="",56,,Mgmt,Beacon,2975,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.248618635 AM",
="",57,,Mgmt,Beacon,2959,,ff:ff:ff:ff:ff:ff  (DA),32:34:db:73:0d:5c  (SA),32:34:db:73:0d:5c  (BSSID),0,0,0,0,0,0,,276,="",="2/5/2026 6:47:49.250627135 AM",
="",58,,Mgmt,Beacon,3328,,ff:ff:ff:ff:ff:ff  (DA),ae:ae:19:db:6d:1d  (SA),ae:ae:19:db:6d:1d  (BSSID),0,0,0,0,0,0,,381,="",="2/5/2026 6:47:49.260794495 AM",
="",59,,Data,Data,3468,From AP,93:0f:88:ff:ff:ff  (DA),88:03:5c:a2:66:b2  (BSSID),7d:4d:8f:be:c4:a7  (SA),0,1,0,0,1,1,,229,="",="2/5/2026 6:47:49.261219660 AM",
="",60,,Mgmt,Beacon,635,,fb:ff:ff:ff:ff:4e  (DA),ec:e5:5a:78:87:d4  (SA),f7:e5:ab:f1:24:e3  (BSSID),0,0,0,0,0,0,,313,="",="2/5/2026 6:47:49.262189315 AM",
="",61,,Mgmt,Beacon,82,,f2:95:2b:ee:50:57  (DA),72:ca:83:e2:90:e9  (SA),a7:1a:9a:83:49:e9  (BSSID),0,0,0,0,0,0,,392,="",="2/5/2026 6:47:49.262147675 AM",
="",62,,Mgmt,Beacon,940,,ff:26:06:ff:13:1f  (DA),35:35:cc:40:ef:7b  (SA),29:84:9e:f3:48:47  (BSSID),0,0,0,0,0,0,,430,="",="2/5/2026 6:47:49.262331970 AM",
="",63,,Mgmt,Probe Resp,3112,,02:b4:3d:4f:d1:e8  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,306,="",="2/5/2026 6:47:49.272780930 AM",
="",64,,Mgmt,Probe Resp,3112  (Retransmitted packet),,02:b4:3d:4f:d1:e8  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,1,0,0,,306,="",="2/5/2026 6:47:49.274978825 AM",
="",65,,Mgmt,Probe Resp,3112  (Retransmitted packet),,02:b4:3d:4f:d1:e8  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,1,0,0,,306,="",="2/5/2026 6:47:49.277061060 AM",
="",70,,Control,RTS,,,Commscope a8:70:5d,Vizio Inc 3c:9b:d6,,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.308708900 AM",
="",71,,Control,RTS,,,Commscope a8:70:5d,Vizio Inc 3c:9b:d6,,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.308748285 AM",
="",72,,Control,RTS,,,Commscope a8:70:5d,Vizio Inc 3c:9b:d6,,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.308792120 AM",
="",73,,Control,CTS,,,Vizio Inc 3c:9b:d6,,,0,0,0,0,0,0,,99,="",="2/5/2026 6:47:49.308840400 AM",
="",74,,Control,Blk Ack,,,Vizio Inc 3c:9b:d6,Commscope a8:70:5d,,0,0,0,0,0,0,,117,="",="2/5/2026 6:47:49.308889565 AM",
="",75,,Data,QoS Data,1662,From AP,Vizio Inc 3c:9b:d6,Commscope a8:70:5d,Commscope a8:70:5d,0,1,0,0,0,1,,227,="",="2/5/2026 6:47:49.308930730 AM",
="",76,,Control,ACK,,,Commscope a8:70:5d,,,0,0,0,0,0,0,,99,="",="2/5/2026 6:47:49.308984215 AM",
="",77,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope a8:70:5d,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.309019385 AM",
="",78,,Mgmt,Beacon,624,,cf:87:fe:ff:ff:df  (DA),22:36:a0:6e:64:87  (SA),ba:34:22:6e:64:16  (BSSID),0,0,0,0,0,0,,414,="",="2/5/2026 6:47:49.318477785 AM",
="",79,,Mgmt,Beacon,877,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. 3c:28:6d,Google Inc. 3c:28:6d,0,0,0,0,0,0,,337,="",="2/5/2026 6:47:49.320930745 AM",
="",80,,Control,RTS,,,Commscope a8:70:5d,Vizio Inc 3c:9b:d6,,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.331173910 AM",
="",81,,Control,CTS,,,Vizio Inc 3c:9b:d6,,,0,0,0,0,0,0,,99,="",="2/5/2026 6:47:49.331211075 AM",
="",82,,Control,Blk Ack,,,Vizio Inc 3c:9b:d6,Commscope a8:70:5d,,0,0,0,0,0,0,,117,="",="2/5/2026 6:47:49.331246240 AM",
="",83,,Mgmt,Beacon,1030,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/5/2026 6:47:49.340073730 AM",
="",84,,Data,QoS Data,1663,From AP,Vizio Inc 3c:9b:d6,Commscope a8:70:5d,Commscope a8:70:5d,0,1,0,0,0,1,,227,="",="2/5/2026 6:47:49.342498230 AM",
="",85,,Control,ACK,,,Commscope a8:70:5d,,,0,0,0,0,0,0,,99,="",="2/5/2026 6:47:49.342560225 AM",
="",86,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope a8:70:5d,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.342595390 AM",
="",87,,Mgmt,Beacon,1198,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.342652560 AM",
="",88,,Mgmt,Beacon,1183,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.344749060 AM",
="",89,,Mgmt,Beacon,2977,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.350915800 AM",
="",90,,Mgmt,Beacon,2960,,ff:ff:ff:ff:ff:ff  (DA),32:34:db:73:0d:5c  (SA),32:34:db:73:0d:5c  (BSSID),0,0,0,0,0,0,,276,="",="2/5/2026 6:47:49.352924300 AM",
="",91,,Mgmt,Beacon,411,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.359970965 AM",
="",92,,Mgmt,Beacon,857,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:28  (SA),4a:4b:d4:68:c9:28  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.370164235 AM",
="",93,,Mgmt,Beacon,859,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:2f  (SA),4a:4b:d4:68:c9:2f  (BSSID),0,0,0,0,0,0,,420,="",="2/5/2026 6:47:49.370131245 AM",
="",94,,Control,RTS,,,eero inc. 30:34:22,eero inc. 30:34:22,,0,0,0,0,0,0,,105,="",="2/5/2026 6:47:49.370608410 AM",
="",95,,Mgmt,Beacon,2106,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fd:00  (SA),72:3a:cb:09:fd:00  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.390488250 AM",
="",99,,Mgmt,Beacon,1507,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. 70:3a:cb,Google Inc. 70:3a:cb,0,0,0,0,0,0,,337,="",="2/5/2026 6:47:49.400810925 AM",
="",100,,Mgmt,Beacon,2792,,ff:ff:ff:ff:ff:ff  (DA),eero inc. 30:34:22,eero inc. 30:34:22,0,0,0,0,0,0,,313,="",="2/5/2026 6:47:49.404686690 AM",
="",101,,Mgmt,Beacon,878,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. 3c:28:6d,Google Inc. 3c:28:6d,0,0,0,0,0,0,,337,="",="2/5/2026 6:47:49.424298190 AM",
="",106,,Mgmt,Beacon,1031,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/5/2026 6:47:49.439864840 AM",
="",110,,Mgmt,Beacon,2978,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.450023650 AM",
="",111,,Mgmt,Beacon,412,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/5/2026 6:47:49.459400125 AM",
="",112,,Mgmt,Beacon,413,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.459929290 AM",
="",113,,Mgmt,Beacon,860,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:28  (SA),4a:4b:d4:68:c9:28  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.467455490 AM",
="",114,,Mgmt,Beacon,861,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:2c  (SA),4a:4b:d4:68:c9:2c  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.467889990 AM",
="",115,,Mgmt,Beacon,862,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:2f  (SA),4a:4b:d4:68:c9:2f  (BSSID),0,0,0,0,0,0,,420,="",="2/5/2026 6:47:49.468324490 AM",
="",116,,Mgmt,Beacon,587,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/5/2026 6:47:49.469564970 AM",
="",117,,Mgmt,Beacon,2386,,ff:ff:ff:ff:ff:ff  (DA),3e:28:6d:af:4f:80  (SA),3e:28:6d:af:4f:80  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.476519395 AM",
="",121,,Mgmt,Beacon,2182,,3f:93:d6:ee:e7:d2  (DA),df:bc:7c:55:4b:0d  (SA),41:4e:cd:71:2f:c6  (BSSID),1,0,1,0,1,1,,396,="",="2/5/2026 6:47:49.507796140 AM",
="",122,,Mgmt,Beacon,2793,,ff:ff:ff:ff:ff:ff  (DA),eero inc. 30:34:22,eero inc. 30:34:22,0,0,0,0,0,0,,313,="",="2/5/2026 6:47:49.508214820 AM",
="",123,,Control,RTS,,,0f:bf:48:db:39:19  (DA),73:52:49:fd:5d:f6  (SA),,1,1,0,1,0,0,,117,="",="2/5/2026 6:47:49.511750575 AM",
="",124,,Mgmt,Beacon,2889,,ff:ff:ff:ff:ff:ff  (DA),3e:82:c0:f3:fe:39  (SA),3e:82:c0:f3:fe:39  (BSSID),0,0,0,0,0,0,,416,="",="2/5/2026 6:47:49.517306575 AM",
="",125,,Mgmt,Beacon,2890,,ff:ff:ff:ff:ff:ff  (DA),3e:82:c0:f3:fe:3e  (SA),3e:82:c0:f3:fe:3e  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.517778405 AM",
="",126,,Mgmt,Beacon,879,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. 3c:28:6d,Google Inc. 3c:28:6d,0,0,0,0,0,0,,337,="",="2/5/2026 6:47:49.525731540 AM",
="",127,,Mgmt,Beacon,1032,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/5/2026 6:47:49.542802210 AM",
="",128,,Mgmt,Beacon,1200,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.545226710 AM",
="",129,,Mgmt,Beacon,1185,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.548291235 AM",
="",130,,Mgmt,Beacon,2979,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.555955725 AM",
="",131,,Data,Data,416,From AP,01:00:5e:7f:ff:fa  (DA),c6:4f:d5:f7:5d:99  (BSSID),Amazon Technologies Inc. 58:e4:88,0,1,0,0,0,1,,229,="",="2/5/2026 6:47:49.559860550 AM",
="",134,,Mgmt,Beacon,588,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/5/2026 6:47:49.573035445 AM",
="",135,,Ext,DMG Beacon,,,,,,1,1,0,1,0,0,,113,="",="2/5/2026 6:47:49.575195945 AM",
="",136,,Ext,Reserved [7],,,,,,0,1,0,0,0,0,,424,="",="2/5/2026 6:47:49.584089635 AM",
="",137,,Mgmt,Probe Req,2563,,ff:ff:ff:ff:ff:ff  (DA),Murata Manufacturing Co. Ltd. 78:4b:87,ff:ff:ff:ff:ff:ff  (BSSID),0,0,0,0,0,0,,162,="",="2/5/2026 6:47:49.609321870 AM",
="",139,,Mgmt,Probe Req,2564,,ff:ff:ff:ff:ff:ff  (DA),Murata Manufacturing Co. Ltd. 78:4b:87,ff:ff:ff:ff:ff:ff  (BSSID),0,0,0,0,0,0,,162,="",="2/5/2026 6:47:49.610130370 AM",
="",141,,Mgmt,Probe Req,2565,,ff:ff:ff:ff:ff:ff  (DA),Murata Manufacturing Co. Ltd. 78:4b:87,ff:ff:ff:ff:ff:ff  (BSSID),0,0,0,0,0,0,,162,="",="2/5/2026 6:47:49.610938870 AM",
="",142,,Control,BR Poll,,,f6:74:5b:7a:10:75  (RA),27:df:db:3f:34:40  (TA),,0,1,0,1,1,0,,524,="",="2/5/2026 6:47:49.611747370 AM",
="",143,,Mgmt,Probe Resp,2891  (Retransmitted packet),,Murata Manufacturing Co. Ltd. 78:4b:87,3e:82:c0:f3:fe:39  (SA),3e:82:c0:f3:fe:39  (BSSID),0,0,0,1,0,0,,524,="",="2/5/2026 6:47:49.612363200 AM",
="",144,,Mgmt,Probe Resp,1085  (Retransmitted packet),,78:19:28:69:58:6d  (DA),7c:34:a2:da:cc:da  (SA),2a:f1:93:39:8e:83  (BSSID),0,0,0,1,0,0,,360,="",="2/5/2026 6:47:49.612979035 AM",
="",145,,Data,QoS CF-Ack + CF-Poll (no data),,WDS,4b:bf:1a:86:69:84  (RA),d8:68:16:4f:ef:d6  (TA),Field Truncated or Not Present,1,1,0,1,1,0,,105,="",="2/5/2026 6:47:49.613371535 AM",
="",147,,Mgmt,Beacon,2892,,ff:ff:ff:ff:ff:ff  (DA),3e:82:c0:f3:fe:39  (SA),3e:82:c0:f3:fe:39  (BSSID),0,0,0,0,0,0,,416,="",="2/5/2026 6:47:49.619432065 AM",
="",148,,Mgmt,Beacon,2893,,ff:ff:ff:ff:ff:ff  (DA),3e:82:c0:f3:fe:3e  (SA),3e:82:c0:f3:fe:3e  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.619903895 AM",
="",149,,Mgmt,Probe Resp,3945,,7e:00:12:f1:58:13  (DA),NETGEAR 54:07:7d,NETGEAR 54:07:7d,0,0,0,0,0,0,,473,="",="2/5/2026 6:47:49.644320525 AM",
="",150,,Mgmt,Beacon,1201,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.647647375 AM",
="",151,,Mgmt,Beacon,1186,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/5/2026 6:47:49.650710245 AM",
="",152,,Mgmt,Beacon,2980,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.655454605 AM",
="",153,,Mgmt,Beacon,418,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/5/2026 6:47:49.662488220 AM",
="",154,,Mgmt,Beacon,419,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.663069300 AM",
="",155,,Data,Data,420,From AP,01:00:5e:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,1,1,,229,="",="2/5/2026 6:47:49.663503800 AM",
="",156,,Data,Data,421,From AP,33:33:00:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,1,1,,229,="",="2/5/2026 6:47:49.665119550 AM",
="",157,,Data,Data,422,From AP,01:00:5e:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Hui Zhou Gaoshengda Technology Co.LTD 44:d8:78,0,1,0,0,1,1,,229,="",="2/5/2026 6:47:49.666762875 AM",
="",158,,Data,Data,423,From AP,33:33:00:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Hui Zhou Gaoshengda Technology Co.LTD 44:d8:78,0,1,0,0,0,1,,229,="",="2/5/2026 6:47:49.668556140 AM",
="",159,,Mgmt,Beacon,866,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:28  (SA),4a:4b:d4:68:c9:28  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.671898425 AM",
="",160,,Mgmt,Beacon,867,,ff:ff:ff:ff:ff:ff  (DA),4a:4b:d4:68:c9:2c  (SA),4a:4b:d4:68:c9:2c  (BSSID),0,0,0,0,0,0,,388,="",="2/5/2026 6:47:49.672332925 AM",
="",161,,Mgmt,Beacon,2388,,ff:ff:ff:ff:ff:ff  (DA),3e:28:6d:af:4f:80  (SA),3e:28:6d:af:4f:80  (BSSID),0,0,0,0,0,0,,312,="",="2/5/2026 6:47:49.679330985 AM",
="",162,,Mgmt,Beacon,2067,,ff:ff:ff:ff:ff:ff  (DA),Sercomm Corporation. 74:9d:79,Sercomm Corporation. 74:9d:79,0,0,0,0,0,0,,347,="",="2/5/2026 6:47:49.686384515 AM",
