Bookmark,Frame#,SSI,Type,Subtype,Seq #,Addresses,Receive Addr,Transmit Addr,Address 3,ToDS,FromDS,Frag,Retry,More,Protected,FCS,Frame Size,Delta,Timestamp,
="",56,,Mgmt,Beacon,1524,,ff:ff:ff:ff:ff:ff  (DA),Google Inc. 70:3a:cb,Google Inc. 70:3a:cb,0,0,0,0,0,0,,337,="",="2/4/2026 6:48:07.414677440 AM",
="",57,,Mgmt,Beacon,1272,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:07.420294625 AM",
="",59,,Mgmt,Beacon,3154,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/4/2026 6:48:07.447771530 AM",
="",70,,Mgmt,Beacon,1274,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:07.624938885 AM",
="",71,,Data,Null,3092,To AP,Commscope a8:70:5d,Texas Instruments 2c:ab:33,Commscope a8:70:5d,1,0,0,0,0,0,,113,="",="2/4/2026 6:48:07.667418325 AM",
="",72,,Control,ACK,,,Texas Instruments 2c:ab:33,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:07.667722825 AM",
="",76,,Data,QoS Data,252,To AP,Commscope a8:70:5d,Texas Instruments 2c:ab:33,Commscope a8:70:5d,1,0,0,0,0,1,,167,="",="2/4/2026 6:48:07.675724890 AM",
="",77,,Control,ACK,,,Texas Instruments 2c:ab:33,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:07.675997570 AM",
="",81,,Control,Reserved [0],,,,,,0,1,0,1,0,0,,105,="",="2/4/2026 6:48:07.775823860 AM",
="",82,,Mgmt,Probe Resp,3161,,Sony Interactive Entertainment Inc. 2c:9e:00,c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,567,="",="2/4/2026 6:48:07.779420550 AM",
="",83,,Mgmt,Probe Resp,3161  (Retransmitted packet),,Sony Interactive Entertainment Inc. 2c:9e:00,c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,1,0,0,,567,="",="2/4/2026 6:48:07.784704735 AM",
="",87,,Mgmt,Beacon,1276,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:07.829625680 AM",
="",88,,Control,CTS,,,Roku Inc 10:59:32,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:07.863188985 AM",
="",89,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:07.863425665 AM",
="",90,,Control,CTS,,,74:e4:19:d5:2e:5f  (DA),,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:07.872723225 AM",
="",91,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:07.872864715 AM",
="",92,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:07.873020735 AM",
="",93,,Mgmt,Beacon,3202,,ff:ff:ff:ff:ff:ff  (DA),eero inc. 30:34:22,eero inc. 30:34:22,0,0,0,0,0,0,,313,="",="2/4/2026 6:48:07.873602325 AM",
="",100,,Mgmt,Beacon,1277,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:07.931934655 AM",
="",105,,Data,Data,3170,From AP,33:33:00:00:00:16  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,1,1,,213,="",="2/4/2026 6:48:07.960638005 AM",
="",106,,Mgmt,Beacon,228,,14:c4:00:05:10:90  (DA),01:01:22:20:80:05  (SA),62:62:40:ab:81:ce  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:07.977984805 AM",
="",107,,Mgmt,Beacon,1278,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.034268140 AM",
="",108,,Mgmt,Beacon,491,,ff:ff:ff:ff:ff:ff  (DA),22:76:13:52:70:11  (SA),22:76:13:52:70:11  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.041379265 AM",
="",109,,Mgmt,Beacon,1904,,06:12:08:16:c6:35  (DA),41:07:c6:04:70:00  (SA),a0:2c:c2:40:16:20  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:08.071328620 AM",
="",116,,Control,ACK,,,Vizio Inc 3c:9b:d6,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.104998725 AM",
="",121,,Mgmt,Beacon,2818,,f6:07:aa:12:04:04  (DA),c1:46:0a:02:d8:01  (SA),02:08:70:13:11:22  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:08.155593925 AM",
="",122,,Mgmt,Beacon,3180,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/4/2026 6:48:08.163349655 AM",
="",123,,Data,Data,3182,From AP,33:33:00:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Hui Zhou Gaoshengda Technology Co.LTD 44:d8:78,0,1,0,0,0,1,,229,="",="2/4/2026 6:48:08.164026945 AM",
="",124,,Mgmt,Beacon,2691,,2f:4a:43:31:41:db  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:08.173892425 AM",
="",129,,Control,RTS,,,4b:8a:40:00:40:00  (DA),40:74:d8:d5:50:11  (SA),,1,0,0,0,0,1,,105,="",="2/4/2026 6:48:08.187150770 AM",
="",130,,Control,CTS,,,Roku Inc 10:59:32,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.192280610 AM",
="",131,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:08.192433085 AM",
="",143,,Data,Data,3185,From AP,01:00:5e:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,1,1,,227,="",="2/4/2026 6:48:08.268257665 AM",
="",144,,Data,Data,3186,From AP,33:33:00:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,0,1,,229,="",="2/4/2026 6:48:08.268504320 AM",
="",151,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:08.363899050 AM",
="",152,,Mgmt,Beacon,3187,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/4/2026 6:48:08.367733280 AM",
="",153,,Mgmt,Beacon,3188,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/4/2026 6:48:08.368276705 AM",
="",154,,Mgmt,Beacon,3207,,ff:ff:ff:ff:ff:ff  (DA),eero inc. 30:34:22,eero inc. 30:34:22,0,0,0,0,0,0,,313,="",="2/4/2026 6:48:08.385619220 AM",
="",158,,Control,ACK,,,Sony Interactive Entertainment Inc. 2c:9e:00,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.422634780 AM",
="",160,,Mgmt,Beacon,1282,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.443624735 AM",
="",161,,Data,Data,3192,From AP,01:00:5e:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,1,1,,229,="",="2/4/2026 6:48:08.470965895 AM",
="",162,,Data,Data,3193,From AP,33:33:00:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Roku Inc 10:59:32,0,1,0,0,1,1,,229,="",="2/4/2026 6:48:08.471623115 AM",
="",163,,Data,Data,3194,From AP,01:00:5e:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Hui Zhou Gaoshengda Technology Co.LTD 44:d8:78,0,1,0,0,1,1,,229,="",="2/4/2026 6:48:08.472301705 AM",
="",164,,Data,Data,3195,From AP,33:33:00:00:00:fb  (DA),c6:4f:d5:f7:5d:99  (BSSID),Hui Zhou Gaoshengda Technology Co.LTD 44:d8:78,0,1,0,0,1,1,,229,="",="2/4/2026 6:48:08.472990940 AM",
="",173,,Mgmt,Beacon,1283,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.545956660 AM",
="",174,,Mgmt,Beacon,1736,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,340,="",="2/4/2026 6:48:08.556739140 AM",
="",175,,Mgmt,Beacon,2696,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:08.583529420 AM",
="",176,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:08.588808890 AM",
="",177,,Mgmt,Auth,3199,,Sony Interactive Entertainment Inc. 2c:9e:00,c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,153,="",="2/4/2026 6:48:08.623074590 AM",
="",181,,Mgmt,Beacon,1284,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.651889235 AM",
="",182,,Mgmt,Beacon,2049,,01:34:82:22:20:21  (DA),6e:5d:58:04:15:37  (SA),21:e4:41:41:1e:40  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:08.655604115 AM",
="",183,,Mgmt,Beacon,4,,04:0c:a6:80:00:87  (DA),46:80:0a:0a:09:34  (SA),00:85:14:01:20:40  (BSSID),0,1,1,0,1,0,,113,="",="2/4/2026 6:48:08.685074090 AM",
="",185,,Data,QoS Data,1,From AP,Sony Interactive Entertainment Inc. 2c:9e:00,c6:4f:d5:f7:5d:99  (BSSID),c6:4f:d5:f7:5d:99  (SA),0,1,0,0,0,0,,229,="",="2/4/2026 6:48:08.728542755 AM",
="",189,,Control,CTS,,,Sony Interactive Entertainment Inc. 2c:9e:00,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.763653035 AM",
="",190,,Control,ACK,,,Sony Interactive Entertainment Inc. 2c:9e:00,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.764265545 AM",
="",194,,Data,QoS Data,1752  (Retransmitted packet),From AP,Vizio Inc 3c:9b:d6,28:08:46:03:a0:8f  (BSSID),e0:fa:68:02:a0:0e  (SA),0,1,0,1,0,1,,191,="",="2/4/2026 6:48:08.771210515 AM",
="",195,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope a8:70:5d,0,0,0,0,0,0,,105,="",="2/4/2026 6:48:08.771711020 AM",
="",196,,Data,QoS Data,1530  (Retransmitted packet),From AP,Vizio Inc 3c:9b:d6,Commscope a8:70:5d,Commscope a8:70:5d,0,1,0,1,0,1,,191,="",="2/4/2026 6:48:08.772022510 AM",
="",197,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope a8:70:5d,0,0,0,0,0,0,,105,="",="2/4/2026 6:48:08.772238005 AM",
="",198,,Mgmt,Beacon,2698,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:08.788329740 AM",
="",199,,Mgmt,Beacon,1286,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.852932590 AM",
="",200,,Control,CTS,,,Roku Inc 10:59:32,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.863168240 AM",
="",201,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:08.863404400 AM",
="",202,,Control,Blk Ack,,,Roku Inc 10:59:32,c6:4f:d5:f7:5d:99  (SA),,0,0,0,0,0,0,,117,="",="2/4/2026 6:48:08.863655345 AM",
="",203,,Control,CTS,,,Sony Interactive Entertainment Inc. 2c:9e:00,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.883587280 AM",
="",204,,Mgmt,Beacon,1952,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:08.899786005 AM",
="",205,,Control,RTS,,,4b:8a:40:01:40:00  (DA),40:74:58:f4:50:11  (SA),,1,0,0,0,0,1,,105,="",="2/4/2026 6:48:08.901882505 AM",
="",212,,Control,ACK,,,Google Inc. 60:b7:6e,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.931639490 AM",
="",213,,Control,ACK,,,Vantiva USA LLC d4:b9:2f,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.932571225 AM",
="",214,,Control,ACK,,,Vantiva USA LLC d4:b9:2f,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:08.938119650 AM",
="",215,,Mgmt,Beacon,1287,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.955305425 AM",
="",216,,Data,QoS Data,1541  (Retransmitted packet),From AP,bd:10:30:41:17:04  (DA),10:24:0c:40:d0:40  (BSSID),44:08:49:cc:44:0a  (SA),0,1,0,1,0,0,,119,="",="2/4/2026 6:48:08.961437410 AM",
="",220,,Mgmt,Beacon,500,,ff:ff:ff:ff:ff:ff  (DA),22:76:13:52:70:11  (SA),22:76:13:52:70:11  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:08.962992005 AM",
="",221,,Mgmt,Beacon,1426,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:09.007718145 AM",
="",229,,Mgmt,Beacon,3228,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/4/2026 6:48:09.084407625 AM",
="",230,,Mgmt,Beacon,2701,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:09.095531795 AM",
="",231,,Control,ACK,,,Sony Interactive Entertainment Inc. 2c:9e:00,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:09.098428390 AM",
="",235,,Mgmt,Beacon,1290,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:09.262305455 AM",
="",236,,Mgmt,Beacon,2144,,1a:6f:00:54:60:40  (DA),48:00:b0:02:d5:4b  (SA),46:60:0d:d9:92:25  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:09.309450215 AM",
="",245,,Control,Reserved [0],,,,,,0,1,0,1,0,0,,105,="",="2/4/2026 6:48:09.413822940 AM",
="",249,,Mgmt,Beacon,3244,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/4/2026 6:48:09.494039910 AM",
="",250,,Mgmt,Beacon,3245,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/4/2026 6:48:09.494575040 AM",
="",251,,Mgmt,Beacon,1262,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,340,="",="2/4/2026 6:48:09.495009540 AM",
="",254,,Mgmt,Beacon,1293,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:09.569270250 AM",
="",255,,Mgmt,Beacon,2240,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,383,="",="2/4/2026 6:48:09.572568150 AM",
="",256,,Mgmt,Beacon,2257,,ff:ff:ff:ff:ff:ff  (DA),72:3a:cb:09:fc:a0  (SA),72:3a:cb:09:fc:a0  (BSSID),0,0,0,0,0,0,,312,="",="2/4/2026 6:48:09.576049380 AM",
="",258,,Mgmt,Beacon,1746,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,340,="",="2/4/2026 6:48:09.580761445 AM",
="",259,,Mgmt,Beacon,2974,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:09.581157840 AM",
="",265,,Mgmt,Beacon,1447,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:09.618941745 AM",
="",266,,Mgmt,Beacon,1432,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:09.621093115 AM",
="",275,,Mgmt,Beacon,1448,,ff:ff:ff:ff:ff:ff  (DA),ae:70:5d:03:a0:0f  (SA),ae:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:09.719868965 AM",
="",276,,Mgmt,Assn Resp,100,,10:c4:00:05:10:90  (DA),11:95:11:c8:0a:00  (SA),01:01:22:20:80:01  (BSSID),0,1,1,0,0,0,,113,="",="2/4/2026 6:48:09.721965465 AM",
="",287,,Mgmt,Beacon,1435,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:09.925944660 AM",
="",289,,Mgmt,Beacon,1750,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,340,="",="2/4/2026 6:48:09.990362420 AM",
="",293,,Mgmt,Beacon,3254,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/4/2026 6:48:10.006405575 AM",
="",294,,Mgmt,Beacon,3224,,ff:ff:ff:ff:ff:ff  (DA),eero inc. 30:34:22,eero inc. 30:34:22,0,0,0,0,0,0,,313,="",="2/4/2026 6:48:10.126412540 AM",
="",302,,Control,RTS,,,Roku Inc 10:59:32,20:38:b8:f7:5d:99  (SA),,0,0,0,0,0,0,,105,="",="2/4/2026 6:48:10.225464785 AM",
="",303,,Control,CTS,,,b0:5f:6e:5e:5d:98  (DA),,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:10.225668795 AM",
="",304,,Control,ACK,,,Roku Inc 10:59:32,,,0,0,0,0,0,0,,99,="",="2/4/2026 6:48:10.227747695 AM",
="",305,,Mgmt,Beacon,1438,,ff:ff:ff:ff:ff:ff  (DA),b6:70:5d:03:a0:0f  (SA),b6:70:5d:03:a0:0f  (BSSID),0,0,0,0,0,0,,323,="",="2/4/2026 6:48:10.233088210 AM",
="",310,,Mgmt,Beacon,1300,,ff:ff:ff:ff:ff:ff  (DA),62:d4:f7:c2:22:40  (SA),62:d4:f7:c2:22:40  (BSSID),0,0,0,0,0,0,,331,="",="2/4/2026 6:48:10.285618900 AM",
="",311,,Mgmt,Beacon,2880,,23:5a:09:0c:08:12  (DA),c0:00:13:22:c5:08  (SA),20:02:4e:e1:50:bb  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:10.294054965 AM",
="",312,,Mgmt,Beacon,2714,,ff:ff:ff:ff:ff:ff  (DA),Commscope a8:70:5d,Commscope a8:70:5d,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:10.324320235 AM",
="",322,,Mgmt,Beacon,3268,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:9e  (SA),c6:4f:d5:f7:5d:9e  (BSSID),0,0,0,0,0,0,,388,="",="2/4/2026 6:48:10.416144005 AM",
="",330,,Mgmt,Beacon,2983,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,364,="",="2/4/2026 6:48:10.502775420 AM",
="",335,,Mgmt,Beacon,3274,,ff:ff:ff:ff:ff:ff  (DA),c6:4f:d5:f7:5d:99  (SA),c6:4f:d5:f7:5d:99  (BSSID),0,0,0,0,0,0,,459,="",="2/4/2026 6:48:10.620402345 AM",
="",341,,Mgmt,Beacon,2251,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,383,="",="2/4/2026 6:48:10.698989125 AM",
="",342,,Mgmt,Beacon,371,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,333,="",="2/4/2026 6:48:10.715368460 AM",
="",349,,Mgmt,Beacon,1758,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,340,="",="2/4/2026 6:48:10.809549375 AM",
="",353,,Mgmt,Beacon,1053,,08:28:f4:01:01:1d  (DA),45:02:0f:08:80:81  (SA),20:30:48:05:1b:40  (BSSID),0,0,0,0,0,0,,113,="",="2/4/2026 6:48:10.908460770 AM",
="",355,,Mgmt,Beacon,373,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC d4:b9:2f,Vantiva USA LLC d4:b9:2f,0,0,0,0,0,0,,333,="",="2/4/2026 6:48:10.921464210 AM",
